quarter,advertiser,ad_name,rev_gross,rev_qtd_current,rev_qtd_prev_qtd,rev_qtd_prev_year,impressions,outgoing_bids
2025-07-01,Epsilon (Conversant),Conversant Happy Kids CTV (223878) (Bundle ID 32614),4.19,,,2.14,0,0
2025-10-01,Infillion,Bidswitch - APP Display,4.17,,,,0,0
2025-07-01,Knorex,Bidswitch - APP 1st Price,4.17,,,,0,0
2026-04-01,OnSpot Data,Bidswitch - Desktop [Display],4.15,,2.06,,0,0
2025-04-01,Epsilon (Conversant),Conversant Future Today CTV (225477),4.15,,,,0,0
2026-07-01,Epsilon (Conversant),Conversant - Web - Open Auction - Video,4.0,4.0,,,0,0
2026-07-01,ZetaBidswitch,Seedtag,3.95,3.95,,,0,0
2025-10-01,Metax,MetaX A&amp;E Networks $16,3.94,,,,0,0
2026-07-01,Krush Media,Krush Media Video - CTV Direct (700),3.94,3.94,,,0,0
2025-04-01,Epsilon (Conversant),Conversant NBC CTV (203766),3.91,,,,0,0
2026-07-01,IQM,IQM - Web Video - Open Auction,3.87,3.87,,,0,0
2026-01-01,Streamworx Lda.,Bidswitch - CTV - 1st Price,3.82,,,,0,0
2026-01-01,IQM,IQM - Display - Open Auction,3.75,,,,0,0
2025-01-01,Epsilon (Conversant),Conversant Future Today CTV (225477),3.75,,,,0,0
2025-01-01,Epsilon (Conversant),Conversant OutsideTV CTV (204777),3.68,,,,0,0
2025-04-01,IPONWEB BidCore,Bidswitch - APP Display,3.67,,,,0,0
2026-01-01,DV360,Bidswitch - CTV (AMC),3.63,,,,0,0
2025-04-01,Bidswitch,Bidswitch - APP Display,3.6,,,,0,0
2026-07-01,GroundTruth,GroundTruth Display,3.6,3.6,,,0,0
2025-07-01,AdIngenious,Bidswitch - APP Display,3.59,,,0.0,0,0
2025-04-01,OnSpot Data,Bidswitch - CTV - 1st Price (Bundle 151908),3.54,,,,0,0
2026-01-01,DV360,Bidswitch - APP Display,3.5,,,,0,0
2025-04-01,Basis Technologies,Centro Video InApp,3.44,,,,0,0
2026-01-01,AdElement,Bidswitch - Desktop [Display],3.43,,,,0,0
2026-04-01,Knorex,Bidswitch - APP Display,3.4,,1.77,,0,0
2026-04-01,OnSpot Data,Bidswitch - APP Display,3.38,,0.97,,0,0
2025-07-01,Epsilon (Conversant),Conversant Outside CTV (203821),3.38,,,1.96,0,0
2026-04-01,Zeta DSP,Bidswitch - MW [Display],3.36,,0.0,,0,0
2025-01-01,Basis Technologies,Centro Video InApp,3.36,,,,0,0
2025-07-01,Infillion,Bidswitch - Desktop [Display],3.3,,,0.95,0,0
2025-10-01,,F0044470 FFC ESPECIAL SABADO 15,3.26,,,,0,0
2026-07-01,Stirista,Stirista - Open Auction - OLV (InApp),3.22,3.22,,,0,0
2025-04-01,Infillion,Bidswitch - CTV (Charter),3.14,,,,0,0
2026-04-01,Adtheorent,Ad Theorent - Desktop Video (LQPS Audit),3.09,,0.89,,0,0
2026-07-01,,2606 - MGMPLUS - WESTIES - Pre-Premiere Promo A -  MGMPHD363429 - MOVIES,3.07,3.07,,,0,0
2025-04-01,Infillion,Bidswitch - MW - 1st Price (HB),3.03,,,,0,0
2025-07-01,OMG,Zhu Zhu Pets Animal City,3.03,,,3.03,0,0
2025-01-01,Zeta DSP,Bidswitch - CTV (AMC),3.02,,,,0,0
2025-07-01,Epsilon (Conversant),Conversant Future Today CTV (225391),3.01,,,1.78,0,0
2025-07-01,Quantcast,Bidswitch - MW [Display],3.0,,,2.83,0,0
2025-10-01,OnSpot Data,Bidswitch - Desktop [Display],2.98,,,,0,0
2025-10-01,IPONWEB BidCore,Bidswitch - Seedtag,2.98,,,,0,0
2025-10-01,Basis Technologies,Centro Video InApp,2.93,,,,0,0
2025-07-01,Knorex,Bidswitch - APP Display,2.91,,,1.09,0,0
2025-01-01,OnSpot Data,Bidswitch - Desktop [Display],2.9,,,,0,0
2025-10-01,Quantcast,Bidswitch - MW - 1st Price (HB),2.89,,,,0,0
2025-07-01,IPONWEB BidCore,Bidswitch - APP 1st Price,2.87,,,0.51,0,0
2025-04-01,Marketing Architects -RTB,Marketing Architects - PlayerWON,2.83,,,,0,0
2026-07-01,OnSpot Data,Bidswitch - APP Display,2.8,2.8,,,0,0
2025-01-01,,2412-MGMPLUS-DEC 2024 XCH - MGMP20292-15 (MOVIES),2.79,,,,0,0
2026-01-01,Streamworx Lda.,Bidswitch - Seedtag,2.76,,,,0,0
2025-10-01,Streamworx Lda.,Bidswitch - Seedtag,2.7,,,,0,0
2026-01-01,Walmart,TTD - MW - 1st Price (HB),2.66,,,,0,0
2025-10-01,IQM,IQM - Display - Open Auction,2.62,,,,0,0
2025-01-01,,LEAP McDonalds (2026),2.62,,,,0,0
2026-01-01,SmartyAds,SmartyAds - CTV (LG),2.59,,,,0,0
2026-04-01,IQM,IQM - Display - Open Auction,2.59,,1.35,,0,0
2025-04-01,Infillion,Bidswitch - Desktop - 1st Price (HB),2.56,,,,0,0
2026-07-01,OnSpot Data,Bidswitch - CTV (Charter),2.55,2.55,,,0,0
2025-07-01,IPONWEB BidCore,Bidswitch - APP Display,2.54,,,2.51,0,0
2025-04-01,Quantcast,Bidswitch - Desktop - 1st Price (HB),2.53,,,,0,0
2026-01-01,DV360,Bidswitch - APP,2.5,,,,0,0
2025-04-01,Knorex,Bidswitch - MW [Display],2.5,,,,0,0
2025-07-01,OMG,Zombies 4 Now Available Afternoon (Urgency),2.48,,,2.48,0,0
2025-01-01,Bidswitch,Bidswitch - APP Display,2.48,,,,0,0
2025-01-01,Streamworx Lda.,Bidswitch - MW - 1st Price (HB),2.47,,,,0,0
2026-01-01,Knorex,Bidswitch - APP Display,2.46,,,,0,0
2025-07-01,IPONWEB BidCore,Bidswitch - Desktop - 1st Price (HB),2.42,,,0.04,0,0
2025-01-01,Walmart,TTD - APP - 1st Price,2.42,,,,0,0
2025-10-01,Walmart,TTD - CTV (Charter),2.4,,,,0,0
2026-01-01,Infillion,Bidswitch - APP Display,2.32,,,,0,0
2025-04-01,Knorex,Bidswitch - APP 1st Price,2.28,,,,0,0
2025-10-01,Streamworx Lda.,Bidswitch - MW - 1st Price (HB),2.26,,,,0,0
2025-01-01,Adtheorent,Ad Theorent - Desktop Video (LQPS Audit),2.22,,,,0,0
2026-07-01,DV360,Bidswitch - Desktop - 1st Price (HB),2.17,2.17,,,0,0
2025-04-01,Streamworx Lda.,Bidswitch - Desktop [Display],2.14,,,,0,0
2026-04-01,Amazon DSP,Bidswitch - APP,2.11,,0.75,,0,0
2025-07-01,Epsilon (Conversant),Conversant OutsideTV CTV (204777),2.1,,,1.03,0,0
2025-04-01,Amazon DSP,Bidswitch - Desktop [Display],2.08,,,,0,0
2025-01-01,Quantcast,Bidswitch - MW [Display],2.06,,,,0,0
2025-10-01,,2509 - MGMPLUS - BILLY THE KID S3 TRAILER Cutdown - MGMPHD363273 (MOVIES),2.06,,,,0,0
2026-04-01,,0326 - MGMPLUS -  AMERICAN CLASSIC PROMO - MGMPHD363384 - MOVIES ,2.06,,2.06,,0,0
2025-04-01,Beeswax,Beeswax - CTV - Open Auction (Charter Political),2.01,,,,0,0
2025-07-01,Infillion,Bidswitch - MW [Display],2.0,,,0.13,0,0
2025-01-01,Bidswitch,Bidswitch - CTV - 1st Price,1.98,,,,0,0
2026-07-01,Adtheorent,Ad Theorent - Desktop Video (LQPS Audit),1.96,1.96,,,0,0
2026-01-01,Marketing Architects -RTB,Marketing Architects - CTV 1st Price - Roku Device Targeting Only,1.96,,,,0,0
2025-10-01,Stirista,Stirista - MW [Display],1.95,,,,0,0
2026-04-01,Zeta DSP,Bidswitch - APP 1st Price,1.93,,0.04,,0,0
2026-01-01,DV360,Bidswitch - APP 1st Price,1.91,,,,0,0
2025-01-01,Knorex,Bidswitch - MW [Display],1.89,,,,0,0
2026-07-01,IPONWEB BidCore,Bidswitch - CTV - 1st Price,1.89,1.89,,,0,0
2026-07-01,OnSpot Data,Bidswitch - Desktop - 1st Price (HB),1.88,1.88,,,0,0
2025-04-01,GroundTruth,Groundtruth Video In-App,1.88,,,,0,0
2025-01-01,Epsilon (Conversant),Conversant Future Today CTV (225391),1.85,,,,0,0
2025-01-01,IQM,IQM - In-App Video - Open Auction,1.84,,,,0,0
2026-07-01,Amazon DSP,Bidswitch - MW - 1st Price (HB),1.83,1.83,,,0,0
2026-04-01,Amazon DSP,Bidswitch - APP 1st Price,1.82,,0.75,,0,0
2025-07-01,Basis Technologies,Centro Video InApp,1.8,,,0.79,0,0
2026-04-01,Zeta DSP,Bidswitch - APP,1.79,,0.02,,0,0
2025-07-01,Streamworx Lda.,Bidswitch - MW [Display],1.77,,,1.74,0,0
2026-04-01,,0326 - MGMPLUS - AMERICAN CLASSIC TRAILER - MGMPHD363384 - SERIES,1.65,,1.65,,0,0
2025-04-01,Adform,Bidswitch - MW [Display],1.64,,,,0,0
2025-01-01,Media Pulse,Media Pulse - CTV (Samsung $15),1.61,,,,0,0
2025-01-01,IPONWEB BidCore,Bidswitch - CTV - 1st Price,1.61,,,,0,0
2025-10-01,Knorex,Bidswitch - CTV - 1st Price (Bundle 151908),1.58,,,,0,0
2026-07-01,Infillion,Bidswitch - APP 1st Price,1.56,1.56,,,0,0
2025-07-01,Marketing Architects -RTB,Marketing Architects - PlayerWON,1.54,,,1.4,0,0
2026-07-01,Samsung DSP,Bidswitch - CTV - 1st Price,1.54,1.54,,,0,0
2026-04-01,Lemma DSP,Lemma DSP CTV Ad (COPPA),1.53,,0.09,,0,0
2025-01-01,OnSpot Data,Bidswitch - CTV - 1st Price (Bundle 151908),1.52,,,,0,0
2026-04-01,Bidswitch,SEEDTAG (DON'T USE),1.52,,,,0,0
2026-01-01,AdIngenious,Bidswitch - APP Display,1.52,,,,0,0
2025-01-01,Marketing Architects -RTB,Marketing Architects - PlayerWON,1.48,,,,0,0
2025-10-01,Walmart,TTD - CTV (LG Ads Only),1.46,,,,0,0
2025-01-01,GroundTruth,Groundtruth Video In-App,1.46,,,,0,0
2026-01-01,Stirista,Stirista - Desktop [Display],1.45,,,,0,0
2025-07-01,OnSpot Data,Bidswitch - Desktop - 1st Price (HB),1.45,,,0.01,0,0
2025-04-01,Adtheorent,Ad Theorent - Desktop Video (LQPS Audit),1.44,,,,0,0
2025-10-01,IQM,IQM - In-App Video - Open Auction,1.43,,,,0,0
2025-07-01,Stirista,Stirista - APP [Display],1.39,,,0.0,0,0
2026-01-01,Samsung DSP,Bidswitch - CTV - 1st Price (Bundle 151908),1.37,,,,0,0
2025-01-01,Lemma DSP,Lemma DSP Inapp Video,1.34,,,,0,0
2025-01-01,IPONWEB BidCore,Bidswitch - MW - 1st Price (HB),1.34,,,,0,0
2025-01-01,Adtheorent,Ad Theorent - APP Video (LQPS Audit),1.33,,,,0,0
2026-01-01,Stirista,Stirista - MW [Display],1.33,,,,0,0
2025-04-01,SmartyAds,SmartyAds - CTV (Fubo),1.33,,,,0,0
2025-10-01,IPONWEB BidCore,Bidswitch - APP 1st Price,1.32,,,,0,0
2025-07-01,OnSpot Data,Bidswitch - Seedtag,1.31,,,0.07,0,0
2025-04-01,Quantcast,Bidswitch - MW [Display],1.3,,,,0,0
2026-07-01,Epsilon (Conversant),Conversant - CTV - Open Auction (Charter),1.27,1.27,,,0,0
2026-01-01,IQM,IQM - In-App Video - Open Auction,1.24,,,,0,0
2026-01-01,IPONWEB BidCore,Bidswitch - APP 1st Price,1.22,,,,0,0
2025-07-01,Stirista,Stirista - Open Auction - OLV (InApp),1.17,,,0.17,0,0
2026-07-01,IQM,IQM - Display - Open Auction,1.16,1.16,,,0,0
2026-01-01,Quantcast,Bidswitch - MW - 1st Price (HB),1.15,,,,0,0
2025-01-01,Streamworx Lda.,Bidswitch - Seedtag,1.15,,,,0,0
2025-10-01,Knorex,Bidswitch - APP 1st Price,1.15,,,,0,0
2025-10-01,Knorex,Bidswitch - Desktop - 1st Price (HB),1.12,,,,0,0
2026-07-01,Infillion,Bidswitch - Desktop [Display],1.12,1.12,,,0,0
2025-07-01,IPONWEB BidCore,Bidswitch - CTV (Charter),1.1,,,0.07,0,0
2026-04-01,Zeta DSP,Bidswitch - Desktop - 1st Price (HB),1.09,,,,0,0
2026-04-01,Infillion,Bidswitch - APP,1.08,,0.83,,0,0
2025-04-01,OnSpot Data,Bidswitch - CTV (Charter),1.08,,,,0,0
2026-01-01,OnSpot Data,Bidswitch - Desktop - 1st Price (HB),1.07,,,,0,0
2026-07-01,AdIngenious,Bidswitch - APP Display,1.06,1.06,,,0,0
2026-04-01,Bidswitch,Bidswitch - APP Display,1.06,,0.99,,0,0
2025-07-01,Stirista,Stirista - Desktop [Display],1.01,,,0.0,0,0
2026-01-01,SmartyAds,SmartyAds - CTV (Vizio),0.99,,,,0,0
2026-07-01,OnSpot Data,Bidswitch - Desktop [Display],0.93,0.93,,,0,0
2025-10-01,AdIngenious,Bidswitch - APP Display,0.93,,,,0,0
2025-07-01,IPONWEB BidCore,Bidswitch - Desktop [Display],0.92,,,0.71,0,0
2026-07-01,Infillion,Bidswitch - APP,0.91,0.91,,,0,0
2026-04-01,DV360,Bidswitch - APP,0.91,,0.09,,0,0
2025-04-01,AdElement,Bidswitch - MW [Display],0.87,,,,0,0
2026-01-01,Quantcast,Bidswitch - Desktop [Display],0.86,,,,0,0
2025-04-01,Media Pulse,Media Pulse - CTV (Samsung $15),0.84,,,,0,0
2026-01-01,Metax,MetaX A&amp;E Networks $16,0.82,,,,0,0
2025-04-01,Epsilon (Conversant),Conversant Future Today CTV (225790),0.81,,,,0,0
2025-10-01,Quantcast,Bidswitch - Desktop [Display],0.81,,,,0,0
2026-01-01,DV360,Bidswitch - CTV (Charter),0.79,,,,0,0
2025-01-01,BizzClick,BizzClick - CTV (Indirect),0.78,,,,0,0
2026-07-01,Zeasn,Philips Zeasn,0.78,0.78,,,0,0
2026-04-01,DV360,Bidswitch - APP 1st Price,0.78,,0.15,,0,0
2026-01-01,Zeasn,Philips Zeasn,0.76,,,,0,0
2025-01-01,Infillion,Bidswitch - APP 1st Price,0.75,,,,0,0
2025-04-01,Between Exchange,Bidswitch - MW - 1st Price (HB),0.75,,,,0,0
2025-01-01,Epsilon (Conversant),Conversant  Newsy VIZIO CTV (203829),0.74,,,,0,0
2025-04-01,IQM,IQM - In-App Video - Open Auction,0.71,,,,0,0
2025-10-01,Knorex,Bidswitch - APP Display,0.71,,,,0,0
2025-10-01,SmartyAds,SmartyAds - CTV (Fubo),0.71,,,,0,0
2025-04-01,Bidswitch,Bidswitch - Desktop [Display],0.7,,,,0,0
2026-07-01,AdElement,Bidswitch - APP Display,0.69,0.69,,,0,0
2026-04-01,Zeta DSP,Bidswitch - CTV (AMC),0.67,,0.17,,0,0
2025-01-01,Bidswitch,Bidswitch - APP 1st Price,0.66,,,,0,0
2026-01-01,Streamworx Lda.,Bidswitch - APP Display,0.66,,,,0,0
2025-04-01,Streamworx Lda.,Bidswitch - APP Display,0.66,,,,0,0
2026-01-01,Adtheorent,Ad Theorent - Desktop Video (LQPS Audit),0.66,,,,0,0
2025-10-01,Zeta DSP,Bidswitch - CTV (AMC),0.65,,,,0,0
2025-07-01,IPONWEB BidCore,Bidswitch - Seedtag,0.64,,,0.0,0,0
2025-04-01,Webeye,Bidswitch - APP 1st Price,0.64,,,,0,0
2026-07-01,DV360,Bidswitch - APP 1st Price,0.63,0.63,,,0,0
2025-04-01,Aroscop,Bidswitch - APP Display,0.63,,,,0,0
2026-04-01,Infillion,Bidswitch - Seedtag,0.6,,0.6,,0,0
2026-07-01,Marketperf,Bidswitch - Desktop [Display],0.59,0.59,,,0,0
2026-04-01,IPONWEB BidCore,Bidswitch - CTV - 1st Price,0.59,,0.31,,0,0
2025-01-01,,CUERVO_DOBEL_NFL_DIC24,0.56,,,,0,0
2025-04-01,Epsilon (Conversant),Conversant  Newsy VIZIO CTV (203829),0.56,,,,0,0
2025-10-01,DV360,Bidswitch - CTV (Charter),0.55,,,,0,0
2026-01-01,IPONWEB BidCore,Bidswitch - Seedtag,0.55,,,,0,0
2026-01-01,Stirista,Stirista - Open Auction - OLV (InApp),0.54,,,,0,0
2026-07-01,AdElement,Bidswitch - Desktop [Display],0.53,0.53,,,0,0
2025-01-01,IPONWEB BidCore,Bidswitch - CTV (Charter),0.52,,,,0,0
2026-07-01,DV360,Bidswitch - APP,0.51,0.51,,,0,0
2025-07-01,Quantcast,Bidswitch - MW - 1st Price (HB),0.51,,,0.13,0,0
2025-04-01,Walmart,TTD - APP - 1st Price,0.51,,,,0,0
2026-01-01,Zeta DSP,Bidswitch - APP 1st Price,0.51,,,,0,0
2025-07-01,IPONWEB BidCore,Bidswitch - APP,0.49,,,0.01,0,0
2025-10-01,Madopi,Bidswitch - CTV - 1st Price,0.47,,,,0,0
2025-04-01,OnSpot Data,Bidswitch - Seedtag,0.46,,,,0,0
2026-07-01,Zeta DSP,Bidswitch - CTV (AMC),0.45,0.45,,,0,0
2026-04-01,,0,0.44,,0.29,,0,0
2026-01-01,,0,0.44,,,,0,0
2025-01-01,OnSpot Data,Bidswitch - APP Display,0.43,,,,0,0
2026-04-01,Marketing Architects -RTB,Marketing Architects - CTV 1st Price - Roku Bundles,0.43,,0.43,,0,0
2026-01-01,Infillion,Bidswitch - Desktop [Display],0.42,,,,0,0
2026-04-01,Walmart,TTD - CTV - oRTB (Canada),0.42,,0.25,,0,0
2025-10-01,Streamworx Lda.,Bidswitch - APP 1st Price,0.42,,,,0,0
2025-07-01,Streamworx Lda.,Bidswitch - Seedtag,0.42,,,,0,0
2026-07-01,Krush Media,Krush Media Web Video,0.41,0.41,,,0,0
2026-07-01,Infillion,Bidswitch - APP Display,0.41,0.41,,,0,0
2025-04-01,Epsilon (Conversant),Conversant Pluto CTV (204778) (list targeted),0.41,,,,0,0
2025-01-01,Infillion,Bidswitch - MW - 1st Price (HB),0.39,,,,0,0
2025-01-01,Knorex,Bidswitch - Desktop - 1st Price (HB),0.39,,,,0,0
2026-01-01,Stirista,Stirista - APP [Display],0.39,,,,0,0
2025-07-01,Amazon DSP,Bidswitch - Desktop [Display],0.37,,,0.27,0,0
2025-01-01,Infillion,Bidswitch - CTV (Charter),0.37,,,,0,0
2025-01-01,Epsilon (Conversant),Conversant Future Today CTV (225790),0.37,,,,0,0
2025-10-01,IPONWEB BidCore,Bidswitch - CTV (Charter),0.36,,,,0,0
2025-07-01,Stirista,Stirista - MW [Display],0.35,,,0.0,0,0
2026-07-01,Knorex,Bidswitch - APP Display,0.35,0.35,,,0,0
2026-04-01,IQM,IQM - In-App Video - Open Auction,0.34,,0.26,,0,0
2025-01-01,SmartyAds,SmartyAds - DOOH,0.33,,,,0,0
2025-01-01,Sharethrough,Sharethrough CTV Video (Client Optimization),0.33,,,,0,0
2026-01-01,Amazon DSP,Bidswitch - APP 1st Price,0.32,,,,0,0
2026-01-01,IPONWEB BidCore,Bidswitch - APP,0.32,,,,0,0
2026-04-01,Quantcast,Bidswitch - APP Display,0.32,,0.0,,0,0
2025-01-01,DeepIntent,DeepIntent - Seedtag,0.32,,,,0,0
2026-07-01,DV360,Bidswitch - MW - 1st Price (HB),0.31,0.31,,,0,0
2026-01-01,OnSpot Data,Bidswitch - Seedtag,0.31,,,,0,0
2025-07-01,OnSpot Data,Bidswitch - APP 1st Price,0.31,,,0.01,0,0
2026-01-01,Walmart,TTD - CTV (LG Ads Only),0.31,,,,0,0
2025-04-01,OnSpot Data,Bidswitch - APP Display,0.3,,,,0,0
2025-04-01,Adform,Bidswitch - APP Display,0.3,,,,0,0
2025-10-01,Zeta DSP,Bidswitch - Seedtag,0.3,,,,0,0
2025-10-01,Infillion,Bidswitch - MW - 1st Price (HB),0.3,,,,0,0
2025-07-01,Samsung DSP,Bidswitch - APP Display,0.3,,,0.3,0,0
2026-04-01,Knorex,Bidswitch - APP 1st Price,0.29,,0.29,,0,0
2026-04-01,Between Exchange,Bidswitch - Desktop [Display],0.29,,0.29,,0,0
2026-01-01,Amazon DSP,Bidswitch - APP,0.29,,,,0,0
2025-01-01,Lift,Bidswitch - MW [Display],0.29,,,,0,0
2026-04-01,Stirista,Stirista - APP [Display],0.28,,0.16,,0,0
2026-07-01,Infillion,Bidswitch - MW [Display],0.28,0.28,,,0,0
2025-10-01,Excelate,Bidswitch - APP Display,0.28,,,,0,0
2026-01-01,Knorex,Bidswitch - APP 1st Price,0.27,,,,0,0
2026-07-01,ZetaBidswitch,SEEDTAG (DON'T USE),0.27,0.27,,,0,0
2026-01-01,OnSpot Data,Bidswitch - APP Display,0.27,,,,0,0
2025-01-01,Knorex,Bidswitch - CTV - 1st Price,0.27,,,,0,0
2025-04-01,DeepIntent,DeepIntent - Seedtag,0.26,,,,0,0
2025-01-01,AdElement,Bidswitch - APP Display,0.25,,,,0,0
2026-07-01,Walmart,TTD - CTV - oRTB (Canada),0.24,0.24,,,0,0
2025-01-01,Lift,Bidswitch - Desktop [Display],0.24,,,,0,0
2025-01-01,Infillion,Bidswitch - APP,0.24,,,,0,0
2025-07-01,Webeye,Bidswitch - APP 1st Price,0.24,,,0.14,0,0
2026-07-01,Walmart,TTD - CTV (LATAM),0.24,0.24,,,0,0
2025-04-01,Quantcast,Bidswitch - MW - 1st Price (HB),0.24,,,,0,0
2025-10-01,Webeye,Bidswitch - APP 1st Price,0.24,,,,0,0
2026-07-01,Adtheorent,Ad Theorent - APP [Display],0.23,0.23,,,0,0
2025-10-01,Quantcast,Bidswitch - MW [Display],0.23,,,,0,0
2026-04-01,Zeta DSP,Bidswitch - APP Display,0.23,,,,0,0
2025-10-01,OnSpot Data,Bidswitch - APP Display,0.23,,,,0,0
2026-04-01,Amazon DSP,Bidswitch - Desktop - 1st Price (HB),0.22,,0.05,,0,0
2025-07-01,Streamworx Lda.,Bidswitch - MW - 1st Price (HB),0.22,,,,0,0
2026-01-01,Cepia,Mighty Wheels December 2025,0.22,,,,0,0
2025-01-01,Knorex,Bidswitch - Seedtag,0.22,,,,0,0
2026-01-01,Knorex,Bidswitch - CTV (Charter),0.22,,,,0,0
2025-04-01,Zeta DSP,Bidswitch - APP 1st Price,0.22,,,,0,0
2025-10-01,Streamworx Lda.,Bidswitch - CTV (Charter),0.21,,,,0,0
2025-01-01,Aroscop,Bidswitch - Desktop [Display],0.21,,,,0,0
2026-04-01,Infillion,Bidswitch - Desktop [Display],0.21,,0.09,,0,0
2026-01-01,Knorex,Bidswitch - CTV - 1st Price (Bundle 151908),0.21,,,,0,0
2025-07-01,Walmart,TTD - APP - 1st Price,0.2,,,0.2,0,0
2025-04-01,Zeta DSP,Bidswitch - CTV (AMC),0.2,,,,0,0
2025-10-01,IPONWEB BidCore,Bidswitch - Desktop [Display],0.2,,,,0,0
2025-10-01,IPONWEB BidCore,Bidswitch - APP,0.19,,,,0,0
2026-04-01,Aroscop,Bidswitch - APP Display,0.19,,0.0,,0,0
2025-10-01,IPONWEB BidCore,Bidswitch - MW - 1st Price (HB),0.19,,,,0,0
2025-10-01,Amazon DSP,Bidswitch - Desktop [Display],0.18,,,,0,0
2026-01-01,Epsilon (Conversant),Conversant - CTV - Open Auction (Charter),0.18,,,,0,0
2026-01-01,Zeta DSP,Bidswitch - CTV (AMC),0.18,,,,0,0
2026-07-01,,0,0.18,0.18,,,0,0
2025-01-01,Zeta DSP,Bidswitch - APP,0.17,,,,0,0
2026-01-01,Amazon DSP,Bidswitch - Desktop - 1st Price (HB),0.17,,,,0,0
2026-04-01,Stirista,Stirista - Open Auction - OLV (InApp),0.17,,0.11,,0,0
2026-01-01,Madopi,Bidswitch - CTV - 1st Price,0.17,,,,0,0
2025-10-01,Marketing Architects -RTB,Marketing Architects - PlayerWON,0.16,,,,0,0
2025-07-01,Lift,Bidswitch - MW [Display],0.15,,,0.15,0,0
2025-10-01,OnSpot Data,Bidswitch - CTV (Charter),0.15,,,,0,0
2025-04-01,Bidswitch,Bidswitch - Seedtag,0.14,,,,0,0
2025-07-01,Zeta DSP,Bidswitch - Seedtag,0.14,,,0.13,0,0
2025-04-01,Streamworx Lda.,Bidswitch - Desktop - 1st Price (HB),0.14,,,,0,0
2025-04-01,Streamworx Lda.,Bidswitch - MW - 1st Price (HB),0.14,,,,0,0
2025-07-01,Adform,Bidswitch - Seedtag,0.14,,,0.12,0,0
2025-10-01,,1PlayWorks test,0.13,,,,0,0
2026-01-01,Walmart,TTD - CTV (Charter),0.13,,,,0,0
2026-04-01,ZetaBidswitch,SEEDTAG (DON'T USE),0.13,,,,0,0
2026-04-01,Infillion,Bidswitch - Desktop - 1st Price (HB),0.13,,0.01,,0,0
2025-07-01,Bidswitch,Bidswitch - APP Display,0.13,,,0.12,0,0
2026-01-01,4INFO,4INFO - CTV - 1st Price,0.13,,,,0,0
2026-07-01,Madopi,Bidswitch - CTV - 1st Price,0.13,0.13,,,0,0
2026-01-01,OnSpot Data,Bidswitch - CTV (Charter),0.12,,,,0,0
2025-10-01,Knorex,Bidswitch - CTV (Charter),0.12,,,,0,0
2026-07-01,Zeta DSP,Bidswitch - APP Display,0.12,0.12,,,0,0
2026-04-01,Krush Media,Krush Media Inapp Video,0.12,,0.0,,0,0
2026-07-01,SamsungBidswitch,Seedtag,0.12,0.12,,,0,0
2025-07-01,OnSpot Data,Bidswitch - APP,0.12,,,0.0,0,0
2025-01-01,BizzClick,BizzClick - App (Indirect),0.12,,,,0,0
2026-04-01,Amazon DSP,Bidswitch - MW - 1st Price (HB),0.11,,0.11,,0,0
2025-04-01,AdElement,Bidswitch - APP Display,0.11,,,,0,0
2025-07-01,Between Exchange,Bidswitch - Desktop [Display],0.11,,,0.03,0,0
2025-07-01,Knorex,Bidswitch - Desktop - 1st Price (HB),0.11,,,,0,0
2026-01-01,Adform,Bidswitch - Seedtag,0.11,,,,0,0
2025-07-01,Samsung DSP,Bidswitch - APP,0.11,,,,0,0
2026-04-01,IPONWEB BidCore,Bidswitch - APP Display,0.1,,0.05,,0,0
2026-01-01,IPONWEB BidCore,Bidswitch - CTV (Charter),0.1,,,,0,0
2026-01-01,Walmart,TTD - CTV (UK) ,0.1,,,,0,0
2025-10-01,Adform,Bidswitch - Seedtag,0.1,,,,0,0
2025-10-01,IPONWEB BidCore,Bidswitch - Desktop - 1st Price (HB),0.1,,,,0,0
2025-01-01,Infillion,Bidswitch - Desktop - 1st Price (HB),0.1,,,,0,0
2026-01-01,Infillion,Bidswitch - MW [Display],0.1,,,,0,0
2026-01-01,IPONWEB BidCore,Bidswitch - CTV - 1st Price (Bundle 151908),0.1,,,,0,0
2025-04-01,Knorex,Bidswitch - Desktop - 1st Price (HB),0.09,,,,0,0
2025-01-01,Epsilon (Conversant),Conversant Pluto CTV (204778) (list targeted),0.09,,,,0,0
2025-10-01,Zeta DSP,Bidswitch - APP 1st Price,0.09,,,,0,0
2025-04-01,Stirista,Stirista - Open Auction - OLV (Web),0.09,,,,0,0
2025-04-01,Amazon DSP,Bidswitch - MW [Display],0.09,,,,0,0
2025-01-01,Unruly,Unruly InApp 1st Price Video,0.09,,,,0,0
2026-04-01,Equativ,SEEDTAG (DON'T USE),0.09,,,,0,0
2025-07-01,Samsung DSP,Bidswitch - APP 1st Price,0.08,,,,0,0
2025-04-01,Adform,Bidswitch - MW - 1st Price (HB),0.08,,,,0,0
2025-07-01,Streamworx Lda.,Bidswitch - APP 1st Price,0.08,,,,0,0
2026-04-01,OnSpot Data,Bidswitch - Desktop - 1st Price (HB),0.08,,0.04,,0,0
2025-01-01,Streamworx Lda.,Bidswitch - CTV - 1st Price (Bundle 151908),0.08,,,,0,0
2026-07-01,IPONWEB BidCore,Bidswitch - APP Display,0.07,0.07,,,0,0
2025-01-01,IPONWEB BidCore,Bidswitch - Desktop - 1st Price (HB),0.07,,,,0,0
